id;nombre_planta;nombre_comun;nombre_cientifico;reino;lugar_adaptacion;lugar_proviene;uso;como_ingerir;dosis;tipo;clase;orden;familia;genero;especie;imagen_planta
42;Oregano;Orégano, oregano, mejorana silvestre, oreganín, perigüel, urégano.;Origanum vulgare.;Plantae;Crece en la mayoría de los continentes y bajos diversas condiciones.;Nativa del oeste u suroeste de Eurasia y la región mediterránea.;La infusión de orégano ha sido utilizado como un auxiliar en el tratamiento de la tos y los espasmos. El orégano también podría ayudar a la digestión al aumentar el flujo biliar y al combatir algunas infecciones producidas por bacterias, virus, hongos, gusanos intestinales y otros parásitos.;Para prepararlo se debe colocar la planta en agua hirviendo. Para tomarla se debe dejara enfriar.;inhalar el vapor por varias veces durante 3 noches, para tomarlo depende de varios factores como la edad, la salud y muchas otras condiciones, por lo general es un vaso al día.;Magnoliophyta;Magnoliopsida;Lamiales.;Lamiaceae (Labiatae).;Origanum;Origanum vulgare;plantas/oregano.jpg
45;Naranja;Naranja;Citrus X sinensis.;Plantae;Europa, América, Asia, África.;originario de India, Vietnam y el sureste de China.;Se usa para: “nervios, sudoración, insomnio, vejiga, próstata, amigdalitis, bronconeumonía, reumatismo, estómago, corazón, cáncer, y obesidad”;Preparar 5 gramos en infusión de las hojas por 100 gramos de agua, hervir unas hojas de naranja y beberla.;Tomar una taza en el momento de la crisis nerviosa. tomar un vaso de la solución, tomar el sumo, Tomar licuado en las mañanas, tomar rociado su corteza.;Magnoliophyta;Magnoliopsida;Sapindales.;Rutaceae.;Citrus;"Citrus x sinensis; Osbeck";plantas/naranja.jpg
47;Geranio;Geranio, Pelargonio, Malvón.;Geranium spp.;Plantae;Todas las regiones templadas del mundo incluidas las zonas montañosas de los trópicos.;Zona oriental del Mediterráneo.;Cicatrizar las heridas, alivia la migraña, disminuye el estrés, mitiga la inflamación, mejora la digestión, fortalece el sistema inmune, mejora la salud renal.;Hervir medio litro de agua colocar 10 g de hojas y dejar inficionar 10 min.;Tomar 1 vaso antes de cada comida;Magnoliopsida;Magnoliopsida;Geraniales.;Geraniaceae.;Geranium, Pelargonium;Geranium, L.;plantas/geranio.jpg
102;Uvilla;Uvilla, aguaymanto, uchuva, ushun.;Physalis peruviana.;Plantae;Esta planta se da naturalmente en Perú, Venezuela, Bolivia, Ecuador y Colombia.;Originaria de América del Sur, especialmente del Perú.;Favorece la eliminación de líquidos corporales, al hacer trabajar más a los riñones para expulsar líquidos, siendo muy adecuada en casos de obesidad, edema y enfermedades que se asocian con la acumulación de agua en el cuerpo. Infusión para uso externo: aplicar con compresas sobre la parte afectada. Se prepara una pasta con las hojas y se aplica en zonas inflamadas y afectadas por erisipela.;Uso alimentario en ensaladas. Infusión: Una cucharada de planta fresca con una taza de agua bien caliente.;Tomar 3 tazas al día en las principales comidas.;Magnoliophyta.;Magnoliopsida;Solanales.;Solanaceae.;Physalis.;Physalis peruviana.;plantas/uvilla.jpg
38;Cola de Caballo;Cola de Caballo, equiseto menor, escobilla, escobín, escobón, estañera;Equisetum arvense;Plantae;Todos los lugares húmedos.;Grecia, Roma y China.;Ayuda a eliminar la retención de líquidos en el organismo, Desinflamar riñones, para actuar contra de la gota, cálculos renales, reumatitis e infecciones urinarias.;Una de las maneras más habituales de consumir la cola de caballo es en enfusión. Para ello, herviremos agua y añadiremos la planta en bolsitas o sobres, dejándola actuar y reposar unos cinco minutos.;Se toma una vez al día. En el caso de querer tratar una dolencia en concreto, o utilizarse como complemento diurético, se recomienda beber tres vasos diarios durante un mes y medio, y dejar de tomarlas posteriormente durante algunas semanas.;Magnoliopsida;Equisetopsida;Equisetales;Equisetaceae (familia nº 4);Equisetaceae;Equisetum arvense;plantas/cola_de_caballo.jpg
18;Cidra;Cidra, cidro o citrón, limón poncil, limón francés o toronja, cidrera.;Citrus medica;Plantae;Cultivada en todas las regiones del mundo.;Se desconoce su origen, pero se empezó a cultivar en China en el 1.300 BCE.;Se usa para: 1. Ayuda a eliminar la bilis o colerina,  para las inflamaciones del hígado y de la vesícula. 2. combatir las indigestiones. 3. El zumo de cidra con vino se creía que era un antídoto efectivo contra los venenos en general.;Preparcion: 1. Se hace hervir una rodaja en un litro de agua. 1. Una cuchara de cáscara seca y molida, en infusión en una taza de agua hirviendo.;1. se toma una taza en ayunas. 2. una taza al día.;Magnoliophyta;Magnoliopsida;Sapindales;Rutaceae;Citrus;Citrus medica;plantas/cidra.jpg
44;Mortinio;Mortiño, mortinio, uva de los Andes, uva de monte, manzanilla de cerro;Solanum nigrum.;Plantae;Crece en la Sierra, en zonas altas y frías: Cañar, Azuay, Loja.;Originaria de los Andes: Bolivia, Colombia, Ecuador, Perú y Venezuela.;Es aprovechado para el tratamiento de algunas enfermedades como accidentes cerebrovasculares y enfermedades neurodegenerativas.;Ser lavado y comerlo.;Se debe ingerir en cantidades normales durante el día.;Magnoliopsida;Magnoliopsida;Solanales.;Solanaceae.;Vaccinium;meridionale;plantas/mortinio.jpg
97;Gullan;Curubas, taxos, tumbos, parchas o poroksas.;Passiflora tripartita;Plantae;Perú, Colombia, Ecuador y otras zonas tropicales.;Los valles andinos de Venezuela y el este de Colombia a Bolivia y Perú.;"Para el anti estrés y anti ansiedad Esta fruta contiene vitaminas A, C, B1, B2 y B3; minerales como calcio, hierro y fósforo. Además, proteína, carbohidratos, gran cantidad de fibra y de agua";La curuba es una fruta versátil usada para hacer helados, postres, mermeladas, sorbetes lácteos, jaleas, vinos, rellenos para pastel, en cremas, jugos, ensalada de frutas, entre otras. Para sacar un mayor provecho de sus propiedades se recomienda comer la fruta directamente, abriéndola por la mitad.;Una forma de hacerlo más agradable es endulzarlo con melao de azúcar, consiste en dejar hervir una taza de azúcar en 2 de agua y usarlo para endulzar el jugo.;Magnoliophyta.;Magnoliopsida;Malpighiales;Passifloraceae;Passiflora;Passiflora tripartita;plantas/gullam.jpg
96;Pata con Panga;Pata con Panga;Pangasius.;Animalia;Crece en lugares húmedos de la sierra es nativa del ecuador se lo cultiva en varios lugares.;Nativa de Ecuador;Es un estimulante cardíaco y proporciona alivio para la jaqueca, es útil para dolores de oído. la hoja tiene propiedades de pectorales.;La esencia que sale de esta y de algunos montes es el agua de pítima, es muy buena para todas las enfermedades.;Tomar una taza al día .;Chordata;Actinopterygii.;siluriformes.;Pangasiidae;Pangasius.;hypophthalmus.;plantas/pata_con_panga.jpg
94;Hierba de San Juan;Hierba de San Juan, hipérico, hipericón, corazoncillo.;Hypericum perforatum.;Plantae;Se a adaptado en todas partes del mundo: Europa, China, Australia, Norte de África y América.;Es una hierba originaria de Europa.;Sirve para el para el tratamiento de la depresión leve a moderada y la ansiedad.;Se hace una Infusión 15 a 30 gr/l.;3 o 4 tazas al día.;Magnoliophyta.;Magnoliopsida;Malpighiales.;Hypericaceae;Hypericum;Hypericum perforatum.;plantas/hierba_de_san_juan.jpg
88;Violeta;Violeta, violeta común o viola, viola de olor, viola olorosa.;Viola odorata.;Plantae;En toda América.;Nativa de Europa y de Asia.;Afecciones respiratorias (resfriado, gripe, bronquitis, faringitis, asma, etc.). Afecciones del aparato digestivo (gastritis, úlcera gastroduodenal, etc.).;Se pone una olla con agua, dejamos que hierva y luego la servimos en tazas.;Tomarse un al día. En dosis elevadas es emético y discretamente laxante.;Magnoliophyta.;Magnoliopsida;Violales.;Violaceae.;Viola;V. odorata;plantas/violeta.jpg
91;Linaza;Linaza, lino, lino albar, lino armado, lino blanco.;Linum Usitatissimum.;Plantae;Se cultiva en casi todos los climas, en Canadá, Estados Unidos, Egipto, Argentina, España, Francia, Rusia.;Es originario de la región de los ríos Nilo, Éufrates, y Tigris.;La Verbena nos ayuda a mejorar los síntomas de resfriado y gripe, estados de cansancio físico y mental, mejora las digestiones lentas y pesadas, protege y cuida de nuestro hígado para los casos de hígado graso, ictericia o la inflamación. La Verbena combate el insomnio,  para el dolor de cabeza como las jaquecas, para la reuma  mejorando los síntomas.;Se utiliza principalmente preparando una infusión.  También en cataplasma o compresas para mejorar dolencias de la piel como el eccema, forúnculos o quemaduras;Pon una cucharadita de Verbena seca en una taza y añade 150 ml de agua muy caliente, casi hirviendo y se tapa.;Magnoliophyta.;magnoliopsida;Malpighiales.;linaceae;linum;L. usitatissimum;plantas/linaza.jpg
92;Curcuma;Curcuma, cúrcuma de la India, jengibre de dorar, palillo.;curcum doméstica o cúrcuma longa;Plantae;Está adaptada a zonas cálido húmedas.;Originaria del sur de la India;Es un estado grave de pérdida de conciencia, que puede resultar de una gran variedad de condiciones incluyendo las intoxicaciones (drogas, alcohol o tóxicos), paro cardiorrespiratorio, anomalías metabólicas (hipoglucemia, hiperglucemias), enfermedades del sistema nervioso central, ACV, traumatismo cráneo-encefálico, convulsiones e hipoxia. Las causas metabólicas son las más frecuentes.;Extracto de raíz.;La dosis diaria recomendada es de 300 a 600 mg/día de extracto de raíz de cúrcuma estandarizado al 95% de curcuminoides, o incorporar la cúrcuma a nuestra alimentación diaria;Magnoliophyta.;liliopsida;Zingiberales;Zingiberaceae;Curcuma;Curcuma longa.;plantas/curcuma.jpg
95;Sandalo;Sandalo;Santalum album;Plantae;Adaptado en todo el mundo, en especial en América.;Originaria de la India y otras partes de Asia.;Suaviza la piel seca y agrietada, mejorando la textura de todo tipo de pieles. Calma la depresión, la ansiedad y los sentimientos de pánico;Infusión.;Tomar 1 vaso cada noche.;Magnoliophyta.;Magnoliopsida;Santalales;Santalaceae;Santulón;S. álbum LINN.;plantas/sandalo.jpg
100;Matico;Matico, palguín, pañil, paiquil o acerillo.;buddleja globosa;Plantae;los valles interandinos hasta los 3.000 msnm.;Originaria de Argentina, Bolivia, Perú y Chile;La medicina popular le atribuye propiedades cicatrizantes, es así como la infusión de las hojas es usada en forma tópica para el tratamiento de heridas, de quemaduras, inflamaciones, dolor de garganta, tos, úlceras externas e internas, dolores estomacales, entre otros.  En la actualidad se comercializan productos para mascotas y caballos en base al extracto glicólico de matico.;La evaluación farmacológica de extractos seriados obtenidos a partir de las hojas ha permitido demostrar las propiedades antiinflamatorias tanto en vía oral como tópica.;Tomar una  taza coloca dos hojas pequeñas de matico, agrega agua hervida caliente, tápalo y déjalo reposar unos minutos.;Magnoliophyta.;Magnoliopsida.;Piperales.;Piperaceae.;Buddleja;Buddleja globosa.;plantas/matico.jpg
99;Carne Humana;Carne Humana, matico de la puna o karamati.;Jungia cf. rugosa;Plantae;Se adapta a climas húmedos y fríos y altitudes superiores a 3000 metros sobre el nivel del mar.;Habita zonas andinas de Ecuador, Bolivia y Perú.;Algunas personas toman esta agua con la finalidad de adelgazar. En cuanto al empleo en animales: se utiliza para lavar las heridas a nivel de las ubres en las vacas, para heridas de castración en cerdos, se utiliza la decocción de la planta. Para dolores de muela. La utilizan para trastornos renales. Como emplastos se utiliza para las paperas.;Como infusión con las hojas de la planta también se puede utilizar como ungüento en las heridas.;Tomar una taza o 1 o más aplicaciones.;Magnoliophyta.;Magnoliopsida.;Solanales.;Piperaceae.;Jungia;Jungia rugosa;plantas/carne_humana.jpg
43;Eucalipto;Eucalipto (Ecuador y Perú), ocalito (Costa Rica).;Eucalyptus globulus.;Plantae;Se  ha extendido por todo el mundo.;originaria del sureste de Australia y Tasmania.;El aceite esencial de las hojas de eucalipto es usado como descongestionante nasal y para combatir infecciones respiratorias. Puede servir para resfriados y problemas respiratorios, aunque tambien se utiliza como antiséptico de amplo espectro. La infusión de hojas de eucalipto se emplea contra la bronquitis y los catarros de las vías respiratorias.;"Se debe: . 1.poner hervir el agua; 2. Cuando haya hervido ,agrega las hojas de eucalipto; 3.tapa y deja por unos 3 minutos; 4. Retira la tapa; 5.acerca tu rostro y cubriendo tu cabeza con la toalla, trata de inhalar el vapor el mayor tiempo que puedas; 6. Toma aire por unos segundos y repíte la misma acción hasta que deje; Tambien se utiliza en forma de ungüento, en pastillas, caramelos inhalantes, infusiones, jarabes o en vaporizaciones";Se debe repetir el proceso de varias inhalaciones por 2 a 3 días.;Magnoliophyta;Magnoliopsida;Myrtales.;Myrtaceae.;Eucalyptus;Eucalyptus globulus Labill;plantas/eucalipto.jpg
54;Stevia;Stevia o Estevia, hoja dulce, hoja de caramelo, hierba de miel.;Stevia rebaudiana;Plantae;Brasil, Japón, Taiwán, Tailandia, Indonesia,Malasia, China, Filipinas, Estados Unidos,Colombia, Ecuador y Paraguay.;Nativa de la región tropical de Sudamérica (Paraguay).;Es una planta que regula el azúcar en la sangre, que reduce la presión arterial, que regula el aparato digestivo en general, actúa favorablemente en muchas personas con ansiedad, reduce la grasa en personas obesas y es diurética. Si bien la planta es beneficiosa en general tiene una gran importancia en el tratamiento de la diabetes. También es recomendable para el fortalecimiento general del sistema inmunológico.;Su preparación es tan sencilla como poner a hervir agua en una olla, luego la retiramos del fuego y remojamos hojas frescas de stevia (sin secar) metiéndolas previamente dentro de una bolsita para hacer el té. La dejamos durante hora y media de remojo.;No tiene restricción, ya que este líquido puede emplearse como endulzante.;Magnoliophyta;Magnoliopsida;Asterales;Asteraceae;Stevia;S. rebaudiana;plantas/stevia.jpg
82;Te;Té, te,  planta de té.;Camellia sinensis.;Plantae;En todo el mundo.;Del sur de China u sudeste de Asia.;"Sirve como antioxidante que retrasa los signos del envejecimiento prematuro; depurativo que elimina los líquidos que se acumulan en el organismo; digestivo; anti-grasa que ayuda a bajar de peso.";Vierte una taza de agua en una olla y ponla a hervir.;Ingiere una taza de infusión en ayunas y espera como un mínimo de 30 minutos para ingerir tu desayuno. Tomarla, por los menos, 3 veces a la semana.;Magnoliophyta.;Ericales;Ericales.;Theaceae;Camellia;C. sinensis;plantas/te.jpg
48;Ortiga Comun;Ortiga común, ortiga hembra, chine, chordiga, ordiga, ortiga mayor.;Urtica urens;Plantae;Va desde el Japón hasta los Andes;En el norte Colombia y en Venezuela (en los estados Zulia y Falcón).;Es anti anémica, para la caspa, para la caída de cabello, para la recuperación física, para la recuperación mental, es antihemorrágicas,;Se debe tomar en agua y/o en sumo. Hervir 1 litro de agua y poner 5 cucharaditas de ortiga picada retirar del fuego, tapar, dejar enfriar, colar.;Tomar 3 veces al día. Sacar 3 onzas de sumo de ortiga y tomar 3 veces al día por tres días.;Magnoliopsida;Magnoliopsida;Rosales;Urticaceae;Urtica L;Urtica dioica-Urtica urens;plantas/ortiga_comun.jpg
9;Alfalfa;Alfalfa, Mielga.;Medicago sativa;Plantae;Se cultiva en los valles interandinos en Pichincha, Cotopaxi, Tungurahua, Bolívar, Chimborazo, Cañar, Azuay, Loja.;Originaria de Persia.;Desintoxica las vías urinarias, purifica la sangre y el hígado, tiene un fuerte efecto alcalino en el cuerpo, promueve la regularidad en el movimiento intestinal y una hidratación saludable, alivia los problemas digestivos en general, contiene altos niveles de enzimas para la digestión de los alimentos y su asimilación, reduce el colesterol malo y la incidencia de la placa aterosclerótica, ayuda a mantener unos niveles de azúcar saludables en la sangre, especialmente cuando se toma con el manganeso, ayuda a la glándula pituitaria.;Una de las maneras más comunes de tomar la alfalfa es germinándola. Los brotes se consumen siempre frescos, no se cocinan. Las hojas de la alfalfa las podemos consumir en recetas de cocina como otras verduras de hoja verde, es decir, rehogadas, en sopas, purés, guisos, etc.;Toma una vaso de zumo de la alfalfa o consumirla en ensaladas o platos fríos.;Magnoliophyta;Magnoliopsida;Fabales;Fabáceas (Leguminosas).;Medicago;Herbácea;plantas/alfalfa.jpg
52;Culantro;Culantro, cilantro, oriandro, culantro europeo, perejil chino o dania.;Coriandrum sativum;Plantae;Se da bien en suelos flojos y permeables, y en climas templados o de montaña en la zona tropical.;Sus orígenes parecen inciertos, aunque generalmente se considera nativo del norte de África y el sur de Europa.;Debido a sus propiedades bactericidas se utiliza para combatir el mal aliento, masticando las hojas. También evita el mal olor de las axilas aplicando el jugo extraído de las partes blandas de la planta sobre ellas. En Ecuador, le dicen cilantro o hierbita. Se la utiliza en casi todos los platos: diversos platos típicos tanto de la región litoral como en la sierra, tales como el encebollado, el seco de chivo o gallina, locro de papas, entre otros.;1. Infusión, mejor si se combina con otras hierbas. 2. Extracto líquido.;1. dos tazas al día. 2. hasta 30 gotas diaras en tres tomas, antes o después de las comidas.;Magnoliophyta;Magnoliopsida;Apiales;Apiacea;Coriandrum;Coriandrum sativum l.;plantas/culantro.jpg
57;Anis;Anis, anís verde, matalahúva o matalahúga.;Pimpinella anisum L;Plantae;Es propio de las regiones templadas y cálidas;Originaria del Asia sudoccidental y la cuenca mediterránea oriental.;Para: Digestiones Difíciles, Purgante para los niños, Faringitis, como Expectorante: ayuda a expulsar flemas y moco de los pulmones. Muy útil en casos de tos con flemas, catarro o problemas del sistema respiratorio, Bronquitis: Ayuda a expulsar las mucosidades y a bajar la inflamación, Hipo, Sistema Nervioso:  El anís es un sedante y calma los nervios.;Digestiones Difíciles: Tomar en infusión una cucharadita por vaso de agua, mantener la mezcla en maceración durante 10 días. Purgante para los niños: Suministrar un gramo de granos de anís mezclados con agua. Faringitis: Realizar gárgaras con la infusión mixta a partes iguales de frutos de Anís machacados y hojas secas de malvavisco, menta y salvia. Expectorante y Bronquitis: Tomar en infusión media cucharadita de por taza de agua.  Hipo : Tomar una pizca de anís recién molido con un sorbo de agua. Sistema Nervioso: Tomar en infusión una cucharadita de frutos secos por taza de agua.;Digestiones Difíciles: Beber dos vasos al día. Expectorante y Bronquitis: Tomar dos o tres tazas al día después de comer. Sistema Nervisos: Beber un par de tazas al día.;Magnoliophyta;Magnoliopsida;Apiales;Apiaceae;Pimpinella;Pimpinella anisum L;plantas/anis.jpg
10;Limon;Limón, limon, criollo, limón agrio, limonero.;Citrus Limon;Plantae;Actualmente se cultiva en casi todo el mundo.;Originaria de Asia;El zumo de limón ayuda a la digestión y elimina las toxinas de tu organismo, estimula tu sistema inmunitario, ayuda a perder peso, limpia tu piel, proporciona energía, depura tu cuerpo, aliento más fresco.;Dolores de cabeza – Usted debe exprimir un poco de jugo de limón en su café. Limón ayuda a combatir el acné. El limón se puede utilizar como un antiséptico natural para sus heridas, debido a que detiene el sangrado. Para reducir el dolor de picadura de una abeja o avispa, utilizar y aplicar directamente el jugo de limón puro. El consumo regular de limón en el cuerpo ayuda con cálculos renales. Limón mezclado con aceite de oliva ayuda a combatir las piedras biliares. Si tienes la piel grasa, se aplica en la cara jugo de limón 2 veces al día. Dejar actuar durante 5 minutos y lavar.;Hervir por 5 minutos 5-12 g de hojas frescas o corteza de frutos. Ingerir 300-500 mL al dia repartidos en 2-3 dosis.;Magnoliophyta;Magnoliopsida;Sapindales.;Rutaceae.;Citrus.;Citrus × limon;plantas/limon.jpg
29;Laurel;Laurel, laurel ornamental,  lauro, árbol de Apolo, aurel.;Laurus nobilis.;Plantae;Se da mejor en aquellos sueltos y frescos.;Es originario de la zona Mediterránea.;1. Se usa como tónico estomacal para abrir el apetito o para mitigar la fatiga. 2. Como remedio a las enfermedades respiratorias. 3. Como tratamiento tópico para dolores reumáticos, inflamaciones osteoarticulares y pediculosis. 4. Para la mejora de la circulación sanguínea o como ingrediente en fórmulas magistrales.;1 Empleándose en infusión. 2. Aplicando baños de vapor o cataplasmas. 3. Realizando friegas con el aceite esencial.;1.Tomar un taza al dia. 2. y 3. Relizar varias veces hasta que se sienta mejor.;Magnoliophyta.;Magnoliopsida;Laurales.;Lauraceae.;Laurus.;Laurus nobilis;plantas/laurel.jpg
30;Oreja de burro;Oreja de burro, llantén menor, oreja de conejo, oreja de cordero.;Stachys byzantina;Plantae;Se cultiva en la mayor parte de las regiones templadas del mundo como una planta ornamental.;Se encuentra en estado silvestre en Eurasia : Irán, Turquía, Armenia y Azerbaiyán.;Trata las afecciones respiratorias como la bronquitis, asma o el catarro, se utiliza por tener una gran propiedad de antiinflamatorio, antibacteriales, expectorantes, antihistamínicas, antivirales, cicatrizantes y astringentes.;La oreja de burro se puede preparar en forma de infusión o jarabe, para la  infusión: Recolectar una porción de hojas de oreja de burro y luego hervirlas en agua por 10 minutos.;Beber una taza de esta bebida caliente por nueve noches.;Magnoliophyta;Magnoliopsida;Lamiales;Lamiaceae;Stachys;S. byzantina;plantas/oreja_de_burro.jpg
41;Ruda;Ruda, ruda común, ruda hortense de hojas anchas, ruda mayor.;Ruta graveolens.;Plantae;Lugares áridos, secos y soleados y actualmente extendida por las zonas templadas y cálidas.;Nativas sur de Europ, de la región del Mediterráneo, Macronesia y el suroeste de Asia.;Para tratar casos de cólicos estomacales, de la misma forma sirve para tratar las diarreas. Por sus propiedades antiespasmódicas, alivia los dolores de la regla. Se ha recomendado para aliviar cuadros de hipertensión arterial (consumida con prudencia) y por vía tópica (en forma de cataplasmas, por ejemplo) alivia los abscesos. para las Várices, hemorroides, afecciones de los ojos.;"Hervir diez hojas de la planta en un litro de agua. Se deja reposar cinco o diez minutos y se cuela; para consumo personal (recomendada para dolores menstruales o como tisana después de comer). Abscesos y forúnculos. Extender sobre la zona en cuestión un puñadito de hojas frescas de ruda, machacadas y cubrirlo con una gasa. Esta sirve para sanar rápidamente las partes afectadas.";beber una taza caliente en la que haya estado en infusión durante 10 minutos una puntita de ruda.;Magnoliophyta;Magnoliopsida;Sapindales.;Rutaceae.;Ruta;Ruta graveolens;plantas/ruda.jpg
65;Papaya;Papaya;Carica papaya.;Plantae;Actualmente se cultiva en Hawai, África Oriental, Sudáfrica, Ceilán, America del Sur (Ecuador).;América Central (Sur de México).;"Medicina tradicional: En algunas partes del mundo, las hojas de papaya se convierten en té como tratamiento para malaria, pero el mecanismo no se conoce; y, no se ha demostrado científicamente ningún método de tratamiento basado en tales resultados. Alergias y efectos colaterales: La papaya libera líquido de látex cuando no está maduro, lo que puede causar irritación y reacciones alérgicas, en algunas personas.";Algunos nutricionistas recomiendan la introducción de las semillas de la papaya en zumos o batidos, con el fin de aprovecharse de todos los beneficios nutritivos que pueden aportar a nuestro organismo.;Se puede ingerir una dosis diaria 1500 mg.;Magnoliophyta.;magnoliopsida.;Violales.;Caricaceae.;Carica;carica papaya;plantas/papaya.jpg
90;Verbena;Verbena, Verbena común, Hierba sagrada.;Verbena officinalis.;Plantae;Es una planta subnitrófila que se encuentra en terrenos incultos con cierta humedad y en bordes de caminos.;Crece en Europa, Asia, África y América.;Es un buen remedio para la enfermedades buco faríngeas, sobre todo las relacionadas con los dientes y las encías, ya que debido a sus propiedades antibióticas nos ayudarán a acabar con las bacterias que se encuentran en la boca y que son las causantes de las caries y diferentes enfermedades. Como sedante se emplea como relajante cardiaco, para combatir el insomnio, aminorar estados de ansiedad, disminuir dolores intensos de cabeza como son las migrañas.;infusión;Tomar 1 vaso cada noche;Magnoliophyta.;magnoliophyta;Lamiales.;Verbenaceae.;verbena;Verbena officinalis.;plantas/verbena.jpg
66;Achira;Achira, achera, sagú, capacho, biri, cucuyús, juquián, chisgua, risgua;Canna indica;Plantae;Crece muy bien en suelos livianos de textura franca o franco-limosa.;Es de origen sudamericano y los arqueólogos han encontrado que se cultivaba en Perú hace 4.500 años.;Se usa para : 1. La mastitis, 2. Para la tos seca, 3. Para las infecciones de la piel, 4. Para aliviar los dolores de cabeza, 5. Contra el reumatismo, 6. Para las llagas en la piel, 7. Como diurético y antigonorreico.;1. Se envuelve un tallo rígido con hojas de plátano, se calienta al fuego, aun estando tibio el jugo se presiona en el área afectada. 2. Se toma una cucharadita de tallos frescos de jugo. 3. Se coloca hojas cocidas en la parte afectada. 4. Se coloca las hojas exprimidas en la cabeza. 5. Se cocina las hojas de achira y se coloca en el área afectada el vapor generado. 6. Se hierve las hojas y se usa el líquido para lavar el área afectada. 7. Se debe beber la descomposición de las hojas y la raíz de achira.;Se debe dar en una ves al dia (especialemente en la noche) hasta que se vaya mejorando.;Angiospermae;Liliopsida;Zingiberales;Cannaceae;Canna;C. indica;plantas/achira.jpg
70;Guarmipoleo;Guarmipoleo, Warmi Poleo, menta poleo, poleo manchado, poleomenta.;Metha Pulegium.;Plantae;Crece bien en sitios húmedos.;Originaria de la cuenca del mar Mediterráneo y Asia occidental.;Puede aliviar enfermedades estomacales, bronquitis y el llamado “pasmo”, también nivel respiratorio, ya que, posee propiedades antigripales y por su alto contenido en mentol, actúa como descongestionante de las vías respiratorias, aliviando el dolor de garganta y afonías.;Se realiza una Infusión para lo cual se debe: 1.Hervir 200 ml de agua (una taza) y colocar 1 cucharadita de hojas secas de esta hierba. 2.Añadir el agua hirviendo a la taza con la menta, tapar y dejar reposar entre 3 y 6 minutos. 3.Finalmente colar, endulzar de acuerdo a tu preferencia y disfrutar de esta benévola planta.;La dosis correcta que se debe adquirir es de máximo una taza de agua de este. Se debe extraer la infusión.;Magnoliophyta.;Magnoliopsida;Lamiales.;Lamiaceae.;Mentha;Mentha pulegium.;plantas/guarmipoleo.jpg
53;Aspirina;Aspirina, altarcina, altareina, altarreina, la reina de los prados.;Filipendula ulmaria.;Plantae;Habita en lugares muy húmedos, pantanos, prados higroturbosos.;Originaria de Europa.;Antiinflamatorio: Los derivados salicilatos que contiene inhiben la síntesis de prostaglandinas por inactivación irreversible de la COX-1. El efecto antiinflamatorio se manifiesta principalmente en las fases iniciales de la inflamación. Analgésico: Los derivados salicilatos producen analgesia al actuar a nivel central sobre el hipotálamo y a nivel periférico bloqueando la generación de impulsos dolorosos, mediante el bloqueo de la síntesis de prostaglandinas mediada por la inhibición de la ciclooxigenasa. Las propiedades medicinales del ácido salicílico (principalmente para alivio a la fiebre).;"1. Infusión. añadir 2 gr. de la flor desecada a un vaso de agua recién hervida, dejar diez minutos en reposo, removiéndolo esporádicamente. 2. En polvo: se pueden tomar cinco gramos de la planta seca.  3. Decocción de uso externo :se añaden 25 gr. a un litro de agua que se deja hervir durante 15 minutos; el líquido obtenido, todavía caliente.";1. Bébase de 3 a 4 tazas distribuidas en el día preferiblemente después de las comidas. 2.Tomar tomas a lo largo del día. 3. Se emplea para realizar baños locales en afecciones reumáticas.;Magnolophyta;Magnoliopsida;Rosales.;Rosaceae;Filipendula;F. ulmaria;plantas/aspirina.jpg
24;Canchalagua;Canclalagua, Cochanlahuen.;Centaurium erythraea.;Plantae;Matorral, potreros, cultivos.;Es originaria de la zona del Mediterráne.;Estimúlate del Sistema digestivo, digestiones difíciles, estimulante de apetito, se usa en enfermedades febriles, fatiga, falta de ánimo.;Para la preparación de la infusión se necesita 15 gr de hojas o tallos para 1 litro de agua, se hierve por 5 minutos, se debe beber cuando ya este fria.;Beber de 1-3 tazas día, por 3 días. Se puede volver a repetir el tratamiento 15 días después.;Magnoliophyta.;Magnoliopsida.;Gentianales;Gentianaceae;Centaurium;C. erythraea;plantas/canchalagua.jpg
16;Granadilla;Granadilla, granada, granadita, Pachío, parchita.;Passiflora ligularis.;Plantae;Se extiende por toda la América Central y Sudamérica occidental, Colombia, Venezuela, Ecuador, Bolivia, Perú.;Originaria de Norteamerica y de los Andes.;Propiedades digestivas y diuréticas. efectos antiespasmódicos. favorece el sueño y para la depresión.;Para preparar se debe terner: Agua de avena (esto podemos hacerlo vertiendo un poco de avena en agua, dejando que esta bote un color blancuzco, no debe agregarsele nada más), media taza de zumo de fresas y la pulpa de la granadilla (con todo y semillas). En una licuadora colocaremos el agua de avena junto con la pulpa de la granadilla, procedemos a licuar, mientras se le agregara el zumo de fresas. Se le puede agregar un poco de azúcar sin exagerar.;Tomar tres veces al día, como jugó, bien sean antes o después de cada comida.;Magnoliophyta;Magnoliopsida;Violales.;Passifloraceae.;Passiflora;Passiflora ligularis;plantas/granadilla.jpg
